English,Punjabi,English_Word_Count,Punjabi_Word_Count
wet,ਟੱਲੀ,509,39
whatever,ਜਿੰਨਾ,1591,2978
whatsoever,ਜਿੰਨਾ,388,2978
whimsical,ਮਨਮਾਨੀ,51,75
white,ਸਾਫ਼,5414,2250
wholesale,ਥੋਕ,88,180
whopping,ਮਹਾਨ,144,5365
wicked,ਈਰਖਾਲੂ,93,25
wide,ਵਿਸਤਰਿਤ,3142,10
wild,ਸੰਕਟਮਈ,506,13
wilted,ਢਿੱਲਾ,14,109
winning,ਜੇਤੂ,2141,4605
wintry,ਢਿੱਲਾ,6,109
wireless,ਵਾਇਰਲੈਸ,1047,97
wishful,ਲੋਭ,30,42
wizard,ਜਾਦੂਈ,35,282
wobbly,ਪੁਰਾਣਾ,10,1053
wonky,ਪੁਰਾਣਾ,12,1053
woolen,ਗਰਮ,41,8734
woollen,ਗਰਮ,3,8734
wordless,ਸ਼ਾਂਤ,3,1549
workable,ਕਰਨਯੋਗ,41,62
working,ਕਾਰੋਬਾਰੀ,10637,2892
worldwide,ਵਿਸ਼ਵਵਿਆਪੀ,1128,49
worried,ਫਿਕਰਮੰਦ,2664,146
worrisome,ਸੋਚਣਯੋਗ,127,9
worrying,ਸੋਚਣਯੋਗ,519,9
worse,ਬੁਰਾ,3036,5760
worshiping,ਪੁਜਾਰੀ,20,138
worshipped,ਪੂਜਣਯੋਗ,107,12
worshipping,ਪੁਜਾਰੀ,32,138
worst,ਨੀਚ,1344,45
worth,ਮੂਲ,8774,4115
worthy,ਯੋਗ,509,8941
wounded,ਫੱਟੜ,2590,450
wrapped,ਲੁਪਤ,189,40
written,ਕਾਗਜ਼ੀ,4982,41
wrong,ਗਲਤ,9563,11604
wrought,ਬਣੀ,13,4940
x,10,453,10651
xi,11,491,3775
xii,12,146,5380
xiii,13,5,3480
xiv,14,18,3601
xix,19,106,1883
xl,40,20,4179
xv,15,19,5012
xvi,16,19,3117
xvii,17,32,2323
xviii,18,37,2777
xx,20,62,7279
xxi,21,18,2064
xxvi,26,1,1186
xxx,30,5,4610
yearly,ਸਲਾਨਾ,67,266
yogic,ਯੋਗਿਕ,11,19
young,ਕੱਟਾ,6781,41
yucky,ਈਰਖਾਲੂ,6,25
yummy,ਮਜ਼ੇਦਾਰ,356,491
zonal,ਜਥਾ,99,69
accordingly,ਅਨੁਸਾਰ,1631,26567
across,ਪਾਰ,6871,2288
actually,ਦਰਅਸਲ,34890,4487
advantageously,ਵਧੀਆ,13,66798
afoot,ਪੈਦਲ,61,1017
afterward,ਉਪਰੰਤ,801,4967
afterwards,ਉਪਰੰਤ,2783,4967
ago,ਪਹਿਲਾਂ,1784,71175
along,ਇੱਕਠੇ,9719,354
alternatively,ਜਗ੍ਹਾ,674,9560
always,ਹਰਦਮ,36822,14
anymore,ਹੁਣ,2369,734
apace,ਫੋਰਨ,14,10
apart,ਅਲਹਿਦਾ,10014,46
around,ਇਰਦ-ਗਿਰਦ,14290,19
aside,ਅਲਹਿਦਾ,1449,46
attentively,ਸਾਵਧਾਨੀਪੂਰਵਕ,56,64
automatically,ਆਪੇ,367,397
away,ਦੂਰ,9287,9792
back,ਆਵਰਣ,17352,9
backward,ਗੈਲ,156,10
backwards,ਗੈਲ,59,10
badly,ਭੈੜਾ,1038,301
barely,ਅਲਪ,206,12
behind,ਪਿੱਛੇ-ਪਿੱਛੇ,4811,63
belatedly,ਚਿਰ,3,3189
beneath,ਥੱਲੇ,224,927
beyond,ਅਗਾਂਹ,2530,456
certainly,ਪੱਕਾ,5049,2686
clearly,ਪ੍ਰਤੱਖ,2225,284
coincidentally,ਇਤਫਾਕਨ,3,199
coincidently,ਇਤਫਾਕਨ,1,199
collectively,ਇੱਕਠਿਆਂ,213,37
comparatively,ਨਾਲੋਂ,78,7017
conjointly,ਇੱਕਠਿਆਂ,1,37
consequently,ਫਲਸਰੂਪ,2102,280
considerably,ਨਿਹਾਇਤ,380,19
continually,ਮੋਹਲੇਧਾਰ,159,122
decently,ਸਿੱਧਾ,29,2409
deeply,ਗਹਿਰਾਈ,1345,226
directly,ਬੇਝਿਜਕ,2462,28
doubly,ਡਬਲ,20,1030
doubtless,ਯਕੀਨਨ,12,1155
early,ਜਲਦੀ,3786,11953
enough,ਬੱਸ,8119,7461
especially,ਖਾਸਕਰ,3135,118
eventually,ਆਖਿਰਕਾਰ,1947,601
ever,ਹਰਦਮ,7909,14
finally,ਆਖਿਰਕਾਰ,3922,601
firm,ਇਰਾਦਾਤਨ,1424,10
firmly,ਅਡੋਲ,364,284
forcibly,ਜਬਰਨ,116,59
forth,ਅੱਲਗ,462,15
forthwith,ਛੇਤੀ,46,9568
forward,ਅੱਗੇ,2221,211
fully,ਖਚਾ-ਖਚ,3549,11
gracefully,ਸੱਭਿਅਕ,15,122
habitually,ਆਦਤਨ,8,20
hardly,ਅਲਪ,655,12
hereafter,ਆਗਾਹ,15,30
immediately,ਛੇਤੀ,8604,9568
independently,ਆਜਾਦੀ,448,53
inopportunely,ਬੇਵਕਤ,1,9
instantaneously,ਫੌਰਨ,19,200
instantly,ਫੌਰਨ,441,200
instead,ਜਗ੍ਹਾ,1646,9560
jointly,ਇੱਕਠਿਆਂ,517,37
later,ਉਪਰੰਤ,14532,4967
lawfully,ਵਿਧਾਨਕ,17,90
legally,ਵਿਧਾਨਕ,286,90
lightly,ਬੇਵਜ੍ਹਾ,285,74
malapropos,ਬੇਵਕਤ,1,9
maybe,ਸ਼ਾਇਦ,3191,2335
merely,ਸਿਵਾ,675,109
mutely,ਚੁੱਪਚਾਪ,1,115
mutually,ਪਰਸਪਰ,203,187
nearby,ਨਿਕਟ,2682,15
nowadays,ਹੁਣ,318,734
outright,ਫੌਰਨ,112,200
perchance,ਸ਼ਾਇਦ,2,2335
perhaps,ਸ਼ਾਇਦ,2660,2335
plenty,ਅੰਬਾਰ,2100,10
possibly,ਸ਼ਾਇਦ,1929,2335
properly,ਸਿੱਧਾ,2236,2409
quickly,ਸਰਸਰੀ,4679,34
quite,ਸੰਪੂਰਨ,16785,1379
rapidly,ਫੋਰਨ,1388,10
reciprocally,ਪਰਸਪਰ,2,187
regularly,ਨਿਯਮਤ,1531,1555
relatively,ਨਾਲੋਂ,974,7017
respectfully,ਬਾਇੱਜ਼ਤ,29,15
restlessly,ਬੇਅਰਾਮ,2,22
roughly,ਕਠੋਰਤਾ,227,162
safely,ਸੁਰੱਖਿਅਤ,804,10522
scarce,ਅਲਪ,74,12
scarcely,ਅਲਪ,24,12
secretly,ਚੁੱਪਚਾਪ,65,115
silently,ਚੁੱਪਚਾਪ,91,115
simply,ਸਿਵਾ,4022,109
slightly,ਕੁੱਛ,1233,47
slowly,ਧੀਮਾ,1732,12
solo,ਇਕੱਲਾ,123,3050
somewhat,ਕੁੱਛ,654,47
specially,ਖਾਸਕਰ,365,118
speedily,ਫੋਰਨ,34,10
squarely,ਚੌਰਸ,31,11
steadfastly,ਇਰਾਦਾਤਨ,15,10
stepwise,ਹੋਲੀ-ਹੋਲੀ,4,23
subsequently,ਉਪਰੰਤ,1956,4967
substantially,ਨਿਹਾਇਤ,222,19
successively,ਤਰਤੀਬਵਾਰ,4,11
suddenly,ਇਤਫਾਕਨ,1682,199
supra,ਉਪਰ,9,3826
sure,ਪੱਕਾ,19255,2686
surely,ਪੱਕਾ,1137,2686
tactically,ਹੁਸ਼ਿਆਰੀ,2,65
thereafter,ਉਪਰੰਤ,1842,4967
thither,ਉੱਧਰ,13,749
throughout,ਸੰਪੂਰਨ,2933,1379
tightly,ਖਚਾਖਚ,133,30
today,ਅੱਜ,341,1005
together,ਇਕੱਠਾ,9047,1399
tomorrow,ਕੱਲ੍ਹ,42,1281
twice,ਡਬਲ,1484,1030
unaccompanied,ਇਕੱਲਾ,12,3050
underneath,ਨੀਚੇ,87,48
undoubtedly,ਯਕੀਨਨ,374,1155
unmistakably,ਬਰਾਬਰ,13,5458
unwillingly,ਮਜ਼ਬੂਰਨ,4,17
uselessly,ਫਜ਼ੂਲ,2,120
vaguely,ਅਸਪੱਸ਼ਟ,11,36
verbatim,ਅੱਖਰ,2,809
wildly,ਬੇਹਿਸਾਬ,83,51
worriedly,ਚਿੰਤਤ,7,2121
yesterday,ਕਲ,44,128
abandonment,ਛੱਡਣ,21,1783
abbreviation,ਸੰਖੇਪ,48,3381
abdomen,ਪੇਟ,358,3128
abduction,ਅਗਵਾਹ,135,40
abode,ਰਿਹਾਇਸ਼,42,597
abortion,ਗਰਭਪਾਤ,320,629
absence,ਗੈਰਮੌਜੂਦਗੀ,749,9
abstract,ਨਤੀਜਾ,199,7628
abuse,ਦੁਰਉਪਯੋਗ,1065,27
academy,ਸੰਸਥਾ,832,4874
accent,ਬੋਲੀ,118,1084
acceptance,ਕਬੂਲ,218,736
acceptation,ਕਬੂਲ,1,736
accessibility,ਪ੍ਰਾਪਤ,114,25230
accident,ਐਕਸੀਡੈਂਟ,13008,162
accommodation,ਬਸਰ,1395,91
accompaniment,ਸਾਥ,13,1611
accomplishment,ਪੜ੍ਹਾਈ,165,4577
account,ਬਣਾਉਣਾ,6178,4228
accountant,ਲੇਖਾਕਾਰ,62,29
accumulation,ਸੰਗ੍ਰਹਿ,104,978
accusation,ਅਰੋਪ,82,16
accused,ਦੋਸ਼ੀ,24251,8914
accuser,ਬਿਨੈਕਾਰ,4,620
ace,1,303,10032
acknowledgement,ਮਾਨਤਾ,51,2699
acknowledgment,ਪ੍ਰਮਾਣ,6,637
acne,ਮੁਹਾਸੇ,428,124
acquaintance,ਪਹਿਚਾਣ,92,1247
acquiescence,ਇਤਫਾਕ,3,63
acquisition,ਪੜ੍ਹਾਈ,289,4577
act,ਕਾਜ,9832,160
acting,ਨਕਲ,2218,404
action,ਕੁਦਰਤੀ,15227,7574
activity,ਕੁਦਰਤੀ,2677,7574
actor,ਕਾਮਾ,10543,21
actress,ਹੀਰੋਇਨ,7088,76
acuity,ਤੇਜ਼ੀ,15,3146
acuteness,ਤੇਜ਼ੀ,1,3146
ad,ਇਸ਼ਤਿਹਾਰ,191,243
adage,ਅਖਾਣ,68,27
adaptation,ਅਨੁਕੂਲਣ,148,120
adaption,ਅਨੁਕੂਲਣ,2,120
addiction,ਵੈਲ,496,34
addition,ਜੋੜਨਾ,9452,399
address,ਬੁਲਾਉਣਾ,3371,131
adherent,ਸ਼ਾਗਿਰਦ,11,20
aditi,ਭੂਮੀ,97,699
adjudicator,ਜੱਜ,4,3371
adjustment,ਅਨੁਕੂਲਣ,109,120
administration,ਇੰਤਜ਼ਾਮ,3781,285
admiral,ਜਲਸੈਨਾ,117,11
admirer,ਵੱਲ,14,13977
admission,ਦਾਖਲਾ,5101,3555
admittance,ਦਾਖਲਾ,40,3555
admixture,ਮਿਸ਼ਰਣ,7,565
adolescent,ਬਾਲਿਕਾ,77,20
adoption,ਕਬੂਲ,167,736
adoration,ਭਗਤੀ,15,252
adornment,ਬਣਨਾ,10,2087
adulterer,ਨੀਚ,1,45
adulthood,ਜੋਬਨ,81,23
advance,ਤਰੱਕੀ,1250,1811
adversary,ਵਿਰੋਧੀ,14,7649
advert,ਇਸ਼ਤਿਹਾਰ,6,243
advertisement,ਇਸ਼ਤਿਹਾਰ,199,243
advertising,ਇਸ਼ਤਿਹਾਰ,783,243
advertizing,ਇਸ਼ਤਿਹਾਰ,2,243
advice,ਰਾਇ,4664,861
adviser,ਵਜ਼ੀਰ,370,29
advisor,ਵਜ਼ੀਰ,979,29
aeroplane,ਜਹਾਜ਼,6,2742
affair,ਵਿਭਚਾਰ,437,43
affaire,ਵਿਭਚਾਰ,1,43
affidavit,ਹਲਫ਼ਨਾਮਾ,202,38
affirmation,ਪੁਸ਼ਟੀ,36,3433
affluence,ਅਮੀਰੀ,5,91
affront,ਅਪਮਾਨ,12,471
afternoon,ਦੁਪਹਿਰ,869,1852
ag,ਚਾਂਦੀ,69,1905
age,ਬੁਢਾਪਾ,7086,161
agency,ਯੁਕਤ,2155,156
aggregate,ਟੋਟਲ,110,19
aggregation,ਸੰਗ੍ਰਹਿ,7,978
aggressor,ਹਮਲਾਵਰ,6,2231
agility,ਤੇਜੀ,29,652
agitation,ਭੈਅ,1822,158
agreement,ਜੁਗਾੜ,1828,26
ahimsa,ਅਹਿੰਸਾ,5,102
aid,ਇਮਦਾਦ,1230,20
ailment,ਮਰਜ਼,402,11
aim,ਨਿਸ਼ਾਨਾ,1163,1539
air,ਵਾਯੂਮੰਡਲ,11913,149
airplane,ਜਹਾਜ਼,111,2742
airs,ਨਖ਼ਰਾ,7,15
algebra,ਅਲਜਬਰਾ,5,22
alibi,ਹੀਲਾ,5,36
alien,ਅਜਨਬੀ,68,96
alignment,ਦਲ,85,7888
aliment,ਪੌਸ਼ਟਿਕ,3,539
aliveness,ਜ਼ਿੰਦਗੀ,2,6757
alkali,ਖਾਰਾ,11,57
allegation,ਦੋਸ਼,283,34
alleviation,ਸਕੂਨ,23,245
alliance,ਦਲ,1797,7888
aloneness,ਤਨਹਾਈ,6,16
alteration,ਅਦਲਾ-ਬਦਲੀ,32,40
alternative,ਵਿਕਲਪ,1197,10517
alum,ਗ੍ਰੈਜੂਏਟ,15,653
alumna,ਗ੍ਰੈਜੂਏਟ,3,653
alumnus,ਗ੍ਰੈਜੂਏਟ,48,653
ambassador,ਸਫੀਰ,636,15
ambition,ਅਭਿਲਾਸ਼ਾ,84,14
ambrosia,ਅੰਮ੍ਰਿਤ,2,192
ambulance,ਐਂਬੂਲੈਂਸ,750,1063
ambush,ਤਾਕ,56,40
amendment,ਬਦਲਾਅ,873,4385
america,ਅਮੈਰਿਕਾ,3829,11
amnesia,ਚੇਤਾ,22,121
amount,ਰੁਪਏ,5790,18234
amusement,ਰੰਗੀਲਾ,113,21
anger,ਭੜਕਾਉਣਾ,1323,22
angle,ਝੁਕਣਾ,276,68
anguish,ਜ਼ਬਰ,224,42
anil,ਨੀਲ,1772,330
animation,ਜ਼ਿੰਦਗੀ,172,6757
annapurna,ਅੰਨਪੂਰਣਾ,24,10
annotation,ਨੋਟ,19,3983
announcement,ਘੋਸ਼ਣਾ,2237,311
announcer,ਘੋਸ਼ਿਤ,4,244
annoyance,ਚਿੜ,33,9
annunciation,ਘੋਸ਼ਣਾ,13,311
answer,ਜਵਾਬ,14991,32743
antagonist,ਵਿਰੋਧੀ,102,7649
antonym,ਵਿਰੋਧੀ,2,7649
anus,ਗੁੱਦਾ,69,37
anxiety,ਵਿਚਾਰ,1318,25281
anxiousness,ਵਿਚਾਰ,14,25281
aphorism,ਸੂਤਰ,10,507
appeal,ਅਪੀਲ,1952,11401
appearance,ਪਰਪੰਚ,2254,13
applesauce,ਫਜੂਲ,13,86
applicant,ਉਮੀਦਵਾਰ,596,8433
application,ਅਰਜੀ,6151,174
appointment,ਕਾਇਮੀ,1223,19
apprehension,ਫੜਨਾ,81,77
aquarius,ਕੁੰਭ,30,134
arabia,ਅਰਬ,408,1839
arbiter,ਪੰਚ,3,229
arbitrator,ਪੰਚ,4,229
archaeology,ਪੁਰਾਤਤਵ,31,16
archeology,ਪੁਰਾਤਤਵ,13,16
archer,ਧਨੁ,69,43
argument,ਵਾਦ-ਵਿਵਾਦ,899,77
aries,ਮੇਖ,29,100
arithmetic,ਹਿਸਾਬ,15,1513
arjuna,ਅਰਜੁਨ,146,1991
arm,ਹਥਿਆਰ,424,2975
armory,ਹਥਿਆਰ,9,2975
armoury,ਹਥਿਆਰ,3,2975
aroma,ਸੁਗੰਧ,253,510
arrangement,ਜੁਗਾੜ,472,26
arranger,ਪ੍ਰਬੰਧਕ,6,1737
arrest,ਫੜਨਾ,3460,77
arse,ਗੁੱਦਾ,4,37
arsenal,ਹਥਿਆਰ,74,2975
art,ਦਸਤਕਾਰੀ,3828,76
artery,ਧਮਨੀ,153,15
article,ਨਿਯਮ,7398,7107
artist,ਆਰਟਿਸਟ,1098,57
artistry,ਫਨ,20,52
artwork,ਦਸਤਕਾਰੀ,146,76
asana,ਬੈਠਕ,22,5846
ascension,ਬੁਲੰਦੀ,20,10
ascent,ਬੁਲੰਦੀ,28,10
asia,ਏਸ਼ੀਆ,1666,1092
aspect,ਚੇਹਰਾ,1068,27
aspiration,ਅਭਿਲਾਸ਼ਾ,58,14
ass,ਗਧਾ,39,9
assailant,ਹਮਲਾਵਰ,91,2231
assam,ਆਸਾਮ,1073,339
assassination,ਮਰਡਰ,173,14
assault,ਸੰਭੋਗ,810,127
assaulter,ਹਮਲਾਵਰ,12,2231
assemblage,ਸੰਗ੍ਰਹਿ,4,978
assembly,ਜਨਸਭਾ,7277,37
assent,ਇਤਫਾਕ,101,63
assertion,ਪੁਸ਼ਟੀ,118,3433
asshole,ਗੁੱਦਾ,12,37
assignment,ਕਾਇਮੀ,124,19
assist,ਇਮਦਾਦ,1041,20
assistance,ਇਮਦਾਦ,2597,20
assortment,ਵਰਗੀਕਰਨ,224,288
assurance,ਦਿਲਾਸਾ,218,200
asthma,ਸਾਹ,646,5414
astrologer,ਪੰਡਿਤ,8,270
astrology,ਜੋਤਿਸ਼,66,15
astronomer,ਉਤਾਰ,5,573
atmosphere,ਵਾਯੂਮੰਡਲ,2764,149
atom,ਜਰਾ,78,158
attachment,ਬੰਦਿਸ਼,173,29
attacker,ਹਮਲਾਵਰ,369,2231
attainment,ਪੜ੍ਹਾਈ,18,4577
attempt,ਉੱਦਮ,1858,464
attitude,ਪੋਜ,964,49
attorney,ਐਡਵੋਕੇਟ,774,871
attraction,ਆਕਰਸ਼ਣ,364,39
attractiveness,ਆਕਰਸ਼ਣ,67,39
attribute,ਪਹਿਚਾਣ,155,1247
aubergine,ਬੈਂਗਣ,4,35
audaciousness,ਜਿੱਦੀ,1,10
audacity,ਜਿੱਦੀ,28,10
aug,ਅਗਸਤ,1,19
august,ਅਗਸਤ,30,19
aunt,ਚਾਚੀ,79,99
auntie,ਚਾਚੀ,2,99
aunty,ਚਾਚੀ,20,99
aurora,ਪ੍ਰਭਾਤ,22,60
austria,ਆਸਟਰੀਆ,151,110
author,ਲੇਖਕ,1629,3972
authorities,ਪ੍ਰਸ਼ਾਸਨ,4199,4931
authority,ਕਾਬਿਲ,1662,120
automation,ਮਸ਼ੀਨੀਕਰਨ,99,24
autopsy,ਪੋਸਟਮਾਰਟਮ,858,5982
autumn,ਪੱਤਝੜ,723,12
availability,ਪ੍ਰਾਪਤ,821,25230
aviation,ਹਵਾਈ,592,8311
awakening,ਜਗਾਈ,51,16
awareness,ਚੇਤਨਾ,1600,399
axiom,ਪੰਗਤੀ,6,30
axis,ਧੁਰੀ,262,17
ayurveda,ਆਯੁਰਵੈਦਿਕ,612,205
babe,ਬਾਲ,42,1843
baby,ਬਾਲ,5612,1843
bachelor,ਕੁਆਰਾ,299,42
backbone,ਰੀੜ,222,185
background,ਵਾਤਾਵਰਣ,951,3174
backing,ਤਾਈਦ,189,90
backside,ਪਿੱਛਾ,9,953
backup,ਤਾਈਦ,82,90
backyard,ਪਿਛਵਾੜਾ,44,14
bacteria,ਰੋਗਾਣੂ,1135,185
bacterium,ਰੋਗਾਣੂ,71,185
baddie,ਖਲਨਾਇਕ,9,91
bag,ਪਚਾਉਣਾ,902,19
baisakh,ਵੈਸਾਖ,1,12
balance,ਤੱਕੜੀ,1306,14
balarama,ਬਲਰਾਮ,1,59
baldness,ਗੰਜਾਪਨ,74,13
ball,ਬੌਲ,796,11
ban,ਰੋਕ,1431,5669
banana,ਕੇਲਾ,223,131
bank,ਬੈਂਕ,6626,9434
banknote,ਨੌਟ,11,14
banquet,ਭੋਜ,141,51
bar,ਬਾਰ,1096,2197
barber,ਨਾਈ,20,23
barbershop,ਨਾਈ,1,23
bargain,ਲੈਣ-ਦੇਣ,70,656
bark,ਛਿਲਕਾ,82,31
barley,`,185,277
barometer,ਬੈਰੋਮੀਟਰ,31,30
barroom,ਬਾਰ,1,2197
base,ਧਾਤੂ,1208,229
basement,ਗੁਫਾ,109,170
basil,ਤੁਲਸੀ,139,200
basis,ਬੁਨਿਆਦ,4901,1124
batch,ਅੰਬਾਰ,255,10
bath,ਬਾਥਰੂਮ,1529,8104
bathroom,ਬਾਥਰੂਮ,4721,8104
battalion,ਪਲਟਣ,66,196
battle,ਲੜਾਈ,1980,5501
bay,ਖਲੀਜ,562,11
beak,ਚੁੰਝ,18,43
beard,ਦਾੜ੍ਹੀ,64,137
bearer,ਧਾਰਕ,32,369
bearing,ਰੁਖ,217,489
beast,ਕਸਾਈ,88,13
beat,ਕੁੱਟਣਾ,1618,59
beating,ਥੱਪੜ,409,159
beauty,ਕਾਮਿਨੀ,2563,18
bed,ਮੇਜ,3221,22
bedbug,ਪਿੱਸੂ,3,11
beer,ਵੀਅਰ,733,12
beggar,ਮੰਗਤਾ,7,22
beggary,ਭੀਖ,4,77
begging,ਭੀਖ,73,77
beginner,ਮੋਢੀ,58,75
beginning,ਆਰੰਭ,5093,2035
behavior,ਚਾਲ-ਚਲਣ,923,25
behaviour,ਚਾਲ-ਚਲਣ,515,25
beingness,ਵਜੂਦ,2,138
belch,ਡਕਾਰ,1,42
belching,ਡਕਾਰ,9,42
belief,ਸੋਚ,666,8856
bell,ਟੱਲੀ,226,39
belly,ਪੇਟ,273,3128
benefit,ਨਮਿਤ,3882,21
benevolence,ਫਾਇਦਾ,11,4726
benny,ਤਿਲ,9,247
bet,ਸ਼ਰਤ,536,757
betrayal,ਚਲਾਕੀ,152,75
betrothal,ਕੁੜਮਾਈ,5,44
betterment,ਸੁਧਾਰ,175,5967
bhutan,ਭੂਟਾਨ,210,261
bhutani,ਭੂਟਾਨੀ,3,11
bicker,ਤਕਰਾਰ,4,230
bickering,ਤਕਰਾਰ,29,230
biff,ਮੁੱਕਾ,1,23
bigotry,ਕੱਟੜਤਾ,18,52
bihari,ਬਿਹਾਰੀ,331,415
bill,ਵਿਗਿਆਪਨ,3362,611
binding,ਆਵਰਣ,123,9
binoculars,ਦੂਰਬੀਨ,13,39
biography,ਸਵੈ-ਜੀਵਨੀ,579,45
biology,ਬਾਇਓਲਾਜੀ,263,18
biomass,ਬਾਲਣ,26,568
biopsy,ਜਾਂਚ,57,43163
bird,ਫਰਾਟਾ,577,22
birth,ਜੰਮਣਾ,4340,20
birthday,ਵਰ੍ਹੇਗੰਢ,2568,678
birthmark,ਚਿੰਨ੍ਹ,23,1673
birthright,ਵਿਰਾਸਤ,10,908
bite,ਕੱਟਣਾ,232,202
bitterness,ਕ੍ਰੋਧ,81,180
blackout,ਚੇਤਾ,24,121
blaze,ਜਵਾਲਾ,145,48
blend,ਮਿਲਾਉਣਾ,1162,147
blending,ਮੇਲ,45,1664
block,ਭੁੱਲਣਾ,799,388
blockage,ਅਟਕਣ,58,9
blood,ਰਕਤ,12455,27
blowup,ਧਮਾਕਾ,1,1352
blueness,ਅਸਮਾਨੀ,1,159
bluster,ਡਰਾਵਾ,6,52
bm,ਟੱਟੀ,3,84
boat,ਬੇੜਾ,526,85
bodice,ਝੋਲੀ,9,182
body,ਪਿੰਡ,21767,11373
bombay,ਬੰਬੇ,696,449
bondage,ਗੁਲਾਮੀ,16,78
bone,ਪੱਸਲੀ,599,13
bonus,ਬੋਨਸ,216,353
boo,ਫਰਾਟਾ,24,22
book,ਰੋਕਣਾ,6617,742
boom,ਗਰਜ,68,94
boost,ਵਧਾਉਣਾ,1065,583
booster,ਵੱਲ,49,13977
booze,ਅੰਮ੍ਰਿਤ,30,192
border,ਕੋਰ,4707,905
bosom,ਜੀਵਾਤਮਾ,18,23
bounce,ਕੁੱਦਣਾ,75,10
bound,ਕੁੱਦਣਾ,374,10
boundary,ਦਾਇਰਾ,194,140
bounds,ਦਾਇਰਾ,85,140
bouquet,ਗੁਲਦਸਤਾ,115,147
bow,ਨਮਸਕਾਰ,233,90
bowing,ਨਮਸਕਾਰ,18,90
bowman,ਤੀਰਅੰਦਾਜ਼,1,28
box,ਟਰੰਕ,1253,14
boxing,ਧੱਕਾ-ਮੁੱਕੀ,335,81
boy,ਜਵਾਕ,2875,17
brace,ਜਗਾਉਣਾ,37,12
brahmaputra,ਬ੍ਰਹਮਪੁੱਤਰ,36,39
braille,ਬ੍ਰੇਲ,13,13
brain,ਅੰਤਰ,2263,2718
brass,ਪਿੱਤਲ,126,140
bravado,ਡਰਾਵਾ,8,52
braveness,ਨਿਡਰਤਾ,2,26
bravery,ਨਿਰਭੈ,161,35
brawl,ਗਦਰ,91,37
brazenness,ਬੇਸ਼ਰਮੀ,1,34
breadth,ਵਿਸ਼ਾਲਤਾ,34,12
break,ਟੁੱਟਣਾ,1470,28
breeding,ਪ੍ਰਜਨਣ,179,18
breeze,ਖੇਡ,80,12559
bribe,ਖਵਾਉਣਾ,243,12
brick,ਇੱਟ,271,324
bridge,ਪੁੱਲ,791,136
brilliancy,ਸੁੰਦਰਤਾ,1,2711
brinjal,ਬੈਂਗਣ,7,35
brits,ਬ੍ਰਿਟਿਸ਼,6,457
bronze,ਕਾਸ਼ੀ,909,27
broom,ਝਾੜੂ,39,86
brothel,ਅੱਡਾ,1,623
brother,ਅਜ਼ੀਜ਼,2605,101
brotherhood,ਭਾਈਚਾਰਾ,73,284
brow,ਭਰਵੱਟੇ,11,265
brush,ਸੰਵਾਦ,670,462
bubble,ਗੁਬਾਰਾ,99,22
bud,ਕਲੀ,39,35
buddha,ਗੌਤਮ,57,540
buddy,ਅਜ਼ੀਜ਼,83,101
budget,ਬਜਟ,2274,3035
buff,ਭਗਤ,42,1095
bug,ਛੇੜਣਾ,106,9
building,ਵਾਸਤੂ,4899,42
bull,ਬ੍ਰਿਖ,67,14
bungalow,ਬੰਗਲਾ,58,133
burden,ਦੇਣਾ,404,8883
burma,ਬ੍ਰਹਮਾ,48,72
burn,ਸੜਨ,496,153
burp,ਡਕਾਰ,5,42
burping,ਡਕਾਰ,3,42
burrow,ਗੁਫ਼ਾ,5,25
business,ਪੇਸ਼ਾ,11551,119
businessman,ਵਪਾਰੀ,429,656
buss,ਪਿਆਰੀ,1,1031
busyness,ਵਿਅਸਤ,8,295
butter,ਮੱਖਣ,1442,398
buttermilk,ਲੱਸੀ,36,65
button,ਗੁਦਾਮ,818,33
byre,ਗਊਸ਼ਾਲਾ,1,55
cabal,ਸਾਜ਼ਿਸ਼,3,508
cabinet,ਮੰਤਰੀਮੰਡਲ,4808,45
cage,ਜਾਲੀ,144,77
calculation,ਹਿਸਾਬ,208,1513
calcutta,ਕਲਕੱਤਾ,160,169
calendar,ਕਲੰਡਰ,470,42
caliber,ਗੁਣਵੱਤਾ,17,7418
calibre,ਗੁਣਵੱਤਾ,16,7418
calligraphy,ਸੁਲੇਖ,12,13
calumny,ਧੱਬਾ,4,91
camp,ਕੈਂਟ,1737,245
campaign,ਮੁਜਾਹਰਾ,2431,25
campground,ਛਾਉਣੀ,11,225
camphor,ਕਪੂਰ,10,8978
campsite,ਛਾਉਣੀ,10,225
canal,ਨਲੀ,438,152
cancer,ਕਰਕ,5672,49
canto,ਕਾਂਡ,1,750
cantonment,ਕੈਂਟ,113,245
capability,ਹੈਸੀਅਤ,170,78
capitulation,ਆਤਮਸਮਰਪਣ,1,41
captain,ਸਰਗਨਾ,7456,87
capture,ਮੋਹਣਾ,255,75
card,ਮੀਨੂ,4795,152
cardamom,ਇਲਾਇਚੀ,106,93
cardamon,ਇਲਾਇਚੀ,3,93
care,ਦੇਖ-ਰੇਖ,10809,239
carelessness,ਲਾਪਰਵਾਹੀ,82,707
carrefour,ਚੌਂਕ,1,112
carte,ਮੀਨੂ,6,152
cartel,ਸੰਸਥਾ,18,4874
cartoon,ਕਾਰਟੂਨ,125,282
carver,ਮੂਰਤੀਕਾਰ,9,19
cascade,ਮੀਂਹ,28,4666
case,ਬਾਰ,62403,2197
cashew,ਕਾਜੂ,35,72
